# Avida Host Tasks data
# Wed Feb 21 15:18:33 2024
# First column gives the current update, next columns give the number
# of Hosts that have the particular task
#  1: Update
#  2: Not
#  3: Nand
#  4: And
#  5: OrNot
#  6: Or
#  7: AndNot
#  8: Nor
#  9: Xor
# 10: Equals

0 0 0 0 0 0 0 0 0 0 
100 2 0 0 0 0 0 0 0 0 
200 8 0 0 0 0 0 0 0 0 
300 16 0 0 0 0 0 0 0 0 
400 64 0 0 0 0 0 0 0 0 
500 135 0 0 0 0 0 0 0 0 
600 424 0 0 0 0 0 0 0 0 
700 1169 0 0 0 0 0 0 0 0 
800 1829 0 0 0 0 0 0 0 0 
900 2835 0 0 0 0 0 0 0 0 
1000 3161 0 0 0 0 0 0 0 0 
1100 3444 0 0 0 0 0 0 0 0 
1200 3533 7 0 0 0 0 0 0 0 
1300 3549 8 0 0 0 0 0 0 0 
1400 3556 12 0 0 0 0 0 0 0 
1500 3536 13 0 0 0 0 0 0 0 
1600 3503 20 0 0 0 0 0 0 0 
1700 3412 40 0 0 0 0 0 0 0 
1800 3217 68 0 0 0 0 0 0 0 
1900 2967 166 2 0 0 0 0 0 0 
2000 2777 286 2 0 0 0 0 0 0 
2100 2498 569 3 0 0 0 0 0 0 
2200 2161 962 11 0 0 0 0 0 0 
2300 1889 1348 13 0 0 0 0 0 0 
2400 1372 2004 26 1 0 0 0 0 0 
2500 1263 2162 58 5 0 0 0 0 0 
2600 1024 2457 47 10 0 0 0 0 0 
2700 977 2502 77 13 0 0 0 0 0 
2800 1041 2428 87 16 0 0 0 0 0 
2900 1057 2388 98 28 0 0 0 0 0 
3000 1236 2193 125 25 0 0 0 0 0 
3100 1453 1963 125 37 0 0 0 0 0 
3200 1733 1637 174 24 0 0 0 0 0 
3300 2041 1313 169 41 0 0 0 0 0 
3400 2143 1123 227 67 0 0 0 0 0 
3500 2105 1083 312 59 0 0 0 0 0 
